"TIME","GEO","UNIT","HAZARD","WASTE","WST_OPER","Value","Flag and Footnotes"
"2012","Lithuania","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","0",""
"2012","Lithuania","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","45,540",""
"2012","Lithuania","Tonne","Hazardous","Total waste","Recovery - recycling","45,540",""
"2012","Lithuania","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2012","Lithuania","Tonne","Non-hazardous","Total waste","Waste treatment","4,216,618",""
"2012","Lithuania","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","3,091,465",""
"2012","Lithuania","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","3,063,385",""
"2012","Lithuania","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","1",""
"2012","Lithuania","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","28,080",""
"2012","Lithuania","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","105,545",""
"2012","Lithuania","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","1,019,607",""
"2012","Lithuania","Tonne","Non-hazardous","Total waste","Recovery - recycling","953,494",""
"2012","Lithuania","Tonne","Non-hazardous","Total waste","Recovery - backfilling","66,113",""
"2012","Luxembourg","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","10,301,845",""
"2012","Luxembourg","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","3,506,660",""
"2012","Luxembourg","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","3,506,660",""
"2012","Luxembourg","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","134,180",""
"2012","Luxembourg","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2012","Luxembourg","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","36,142",""
"2012","Luxembourg","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","6,624,863",""
"2012","Luxembourg","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","4,690,649",""
"2012","Luxembourg","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","1,934,214",""
"2012","Luxembourg","Tonne","Hazardous","Total waste","Waste treatment","1,992",""
"2012","Luxembourg","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","0",""
"2012","Luxembourg","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","0",""
"2012","Luxembourg","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","11",""
"2012","Luxembourg","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2012","Luxembourg","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","341",""
"2012","Luxembourg","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","1,640",""
"2012","Luxembourg","Tonne","Hazardous","Total waste","Recovery - recycling","1,640",""
"2012","Luxembourg","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2012","Luxembourg","Tonne","Non-hazardous","Total waste","Waste treatment","10,299,853",""
"2012","Luxembourg","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","3,506,660",""
"2012","Luxembourg","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","3,506,660",""
"2012","Luxembourg","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","134,169",""
"2012","Luxembourg","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2012","Luxembourg","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","35,801",""
"2012","Luxembourg","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","6,623,223",""
"2012","Luxembourg","Tonne","Non-hazardous","Total waste","Recovery - recycling","4,689,009",""
"2012","Luxembourg","Tonne","Non-hazardous","Total waste","Recovery - backfilling","1,934,214",""
"2012","Hungary","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","12,963,885",""
"2012","Hungary","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","6,841,577",""
"2012","Hungary","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","6,841,577",""
"2012","Hungary","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","89,881",""
"2012","Hungary","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2012","Hungary","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","960,406",""
"2012","Hungary","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","5,072,018",""
"2012","Hungary","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","4,636,508",""
"2012","Hungary","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","435,510",""
"2012","Hungary","Tonne","Hazardous","Total waste","Waste treatment","376,810",""
"2012","Hungary","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","155,827",""
"2012","Hungary","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","155,827",""
"2012","Hungary","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","76,830",""
"2012","Hungary","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2012","Hungary","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","19,698",""
"2012","Hungary","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","124,454",""
"2012","Hungary","Tonne","Hazardous","Total waste","Recovery - recycling","124,454",""
"2012","Hungary","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2012","Hungary","Tonne","Non-hazardous","Total waste","Waste treatment","12,587,074",""
"2012","Hungary","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","6,685,751",""
"2012","Hungary","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","6,685,751",""
"2012","Hungary","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","13,049",""
"2012","Hungary","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2012","Hungary","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","940,708",""
"2012","Hungary","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","4,947,564",""
"2012","Hungary","Tonne","Non-hazardous","Total waste","Recovery - recycling","4,512,054",""
"2012","Hungary","Tonne","Non-hazardous","Total waste","Recovery - backfilling","435,510",""
"2012","Malta","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","1,298,969",""
"2012","Malta","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","741,291",""
"2012","Malta","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","222,451",""
"2012","Malta","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","5,972",""
"2012","Malta","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","518,840",""
"2012","Malta","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","0",""
"2012","Malta","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","551,707",""
"2012","Malta","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","117,817",""
"2012","Malta","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","433,890",""
"2012","Malta","Tonne","Hazardous","Total waste","Waste treatment","501",""
"2012","Malta","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","0",""
"2012","Malta","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","0",""
"2012","Malta","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","501",""
"2012","Malta","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2012","Malta","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","0",""
"2012","Malta","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","0",""
"2012","Malta","Tonne","Hazardous","Total waste","Recovery - recycling","0",""
"2012","Malta","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2012","Malta","Tonne","Non-hazardous","Total waste","Waste treatment","1,298,467",""
"2012","Malta","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","741,291",""
"2012","Malta","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","222,451",""
"2012","Malta","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","5,471",""
"2012","Malta","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","518,840",""
"2012","Malta","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","0",""
"2012","Malta","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","551,707",""
"2012","Malta","Tonne","Non-hazardous","Total waste","Recovery - recycling","117,817",""
"2012","Malta","Tonne","Non-hazardous","Total waste","Recovery - backfilling","433,890",""
"2012","Netherlands","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","118,051,339",""
"2012","Netherlands","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","47,549,098",""
"2012","Netherlands","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","3,943,361",""
"2012","Netherlands","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","1,598,813",""
"2012","Netherlands","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","43,605,737",""
"2012","Netherlands","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","9,022,998",""
"2012","Netherlands","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","59,880,430",""
"2012","Netherlands","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","59,880,430",""
"2012","Netherlands","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","0",""
"2012","Netherlands","Tonne","Hazardous","Total waste","Waste treatment","4,443,090",""
"2012","Netherlands","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","1,128,025",""
"2012","Netherlands","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","1,119,413",""
"2012","Netherlands","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","544,584",""
"2012","Netherlands","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","8,612",""
"2012","Netherlands","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","184,575",""
"2012","Netherlands","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","2,585,906",""
"2012","Netherlands","Tonne","Hazardous","Total waste","Recovery - recycling","2,585,906",""
"2012","Netherlands","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2012","Netherlands","Tonne","Non-hazardous","Total waste","Waste treatment","113,608,249",""
"2012","Netherlands","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","46,421,073",""
"2012","Netherlands","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","2,823,948",""
"2012","Netherlands","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","1,054,229",""
"2012","Netherlands","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","43,597,125",""
"2012","Netherlands","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","8,838,423",""
"2012","Netherlands","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","57,294,524",""
"2012","Netherlands","Tonne","Non-hazardous","Total waste","Recovery - recycling","57,294,524",""
"2012","Netherlands","Tonne","Non-hazardous","Total waste","Recovery - backfilling","0",""
"2012","Austria","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","46,119,965",""
"2012","Austria","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","15,995,553",""
"2012","Austria","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","15,995,553",""
"2012","Austria","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","74,532",""
"2012","Austria","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2012","Austria","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","3,308,205",""
"2012","Austria","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","26,741,675",""
"2012","Austria","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","14,286,481",""
"2012","Austria","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","12,455,194",""
"2012","Austria","Tonne","Hazardous","Total waste","Waste treatment","338,860",""
"2012","Austria","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","59,046",""
"2012","Austria","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","59,046",""
"2012","Austria","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","62,905",""
"2012","Austria","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2012","Austria","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","130,516",""
"2012","Austria","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","86,393",""
"2012","Austria","Tonne","Hazardous","Total waste","Recovery - recycling","86,393",""
"2012","Austria","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2012","Austria","Tonne","Non-hazardous","Total waste","Waste treatment","45,781,105",""
"2012","Austria","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","15,936,507",""
"2012","Austria","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","15,936,507",""
"2012","Austria","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","11,627",""
"2012","Austria","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
