"TIME","GEO","UNIT","HAZARD","WASTE","WST_OPER","Value","Flag and Footnotes"
"2012","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","4,839,110",""
"2012","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","1,142,653",""
"2012","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","24,121",""
"2012","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","3,169,878",""
"2012","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","11,922,635",""
"2012","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","Recovery - recycling","9,687,326",""
"2012","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","Recovery - backfilling","2,235,309",""
"2012","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Waste treatment","331,897,923",""
"2012","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","58,887,251",""
"2012","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","58,829,039",""
"2012","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","9,873,881",""
"2012","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","58,212",""
"2012","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","30,783,292",""
"2012","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","232,353,499",""
"2012","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Recovery - recycling","143,119,996",""
"2012","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","Recovery - backfilling","89,233,503",""
"2012","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","20,609,514",""
"2012","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","8,162,154",""
"2012","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","8,162,154",""
"2012","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","56",""
"2012","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2012","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","348,519",""
"2012","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","12,098,781",""
"2012","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","7,903,007",""
"2012","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","4,195,774",""
"2012","Estonia","Tonne","Hazardous","Total waste","Waste treatment","9,131,274",""
"2012","Estonia","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","7,466,476",""
"2012","Estonia","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","7,466,476",""
"2012","Estonia","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","38",""
"2012","Estonia","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2012","Estonia","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","18,666",""
"2012","Estonia","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","1,646,093",""
"2012","Estonia","Tonne","Hazardous","Total waste","Recovery - recycling","1,568,604",""
"2012","Estonia","Tonne","Hazardous","Total waste","Recovery - backfilling","77,489",""
"2012","Estonia","Tonne","Non-hazardous","Total waste","Waste treatment","11,478,238",""
"2012","Estonia","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","695,677",""
"2012","Estonia","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","695,677",""
"2012","Estonia","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","18",""
"2012","Estonia","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2012","Estonia","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","329,853",""
"2012","Estonia","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","10,452,689",""
"2012","Estonia","Tonne","Non-hazardous","Total waste","Recovery - recycling","6,334,405",""
"2012","Estonia","Tonne","Non-hazardous","Total waste","Recovery - backfilling","4,118,284",""
"2012","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","8,032,920",""
"2012","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","4,804,666",""
"2012","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","2,820,842",""
"2012","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","13,417",""
"2012","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","1,983,824",""
"2012","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","403,049",""
"2012","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","2,811,788",""
"2012","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","826,823",""
"2012","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","1,984,965",""
"2012","Ireland","Tonne","Hazardous","Total waste","Waste treatment","69,111",""
"2012","Ireland","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","15,853",""
"2012","Ireland","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","15,853",""
"2012","Ireland","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","13,386",""
"2012","Ireland","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2012","Ireland","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","17,508",""
"2012","Ireland","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","22,364",""
"2012","Ireland","Tonne","Hazardous","Total waste","Recovery - recycling","22,364",""
"2012","Ireland","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2012","Ireland","Tonne","Non-hazardous","Total waste","Waste treatment","7,963,809",""
"2012","Ireland","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","4,788,813",""
"2012","Ireland","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","2,804,989",""
"2012","Ireland","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","31",""
"2012","Ireland","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","1,983,824",""
"2012","Ireland","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","385,541",""
"2012","Ireland","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","2,789,424",""
"2012","Ireland","Tonne","Non-hazardous","Total waste","Recovery - recycling","804,459",""
"2012","Ireland","Tonne","Non-hazardous","Total waste","Recovery - backfilling","1,984,965",""
"2012","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","71,333,632",""
"2012","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","62,826,621",""
"2012","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","60,883,840",""
"2012","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","20,832",""
"2012","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","1,942,781",""
"2012","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","118,046",""
"2012","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","8,368,133",""
"2012","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","2,927,926",""
"2012","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","5,440,207",""
"2012","Greece","Tonne","Hazardous","Total waste","Waste treatment","108,104",""
"2012","Greece","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","16,997",""
"2012","Greece","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","16,997",""
"2012","Greece","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","3,170",""
"2012","Greece","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2012","Greece","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","3,006",""
"2012","Greece","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","84,931",""
"2012","Greece","Tonne","Hazardous","Total waste","Recovery - recycling","84,931",""
"2012","Greece","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2012","Greece","Tonne","Non-hazardous","Total waste","Waste treatment","71,225,528",""
"2012","Greece","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","62,809,624",""
"2012","Greece","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","60,866,843",""
"2012","Greece","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","17,662",""
"2012","Greece","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","1,942,781",""
"2012","Greece","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","115,040",""
"2012","Greece","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","8,283,202",""
"2012","Greece","Tonne","Non-hazardous","Total waste","Recovery - recycling","2,842,995",""
"2012","Greece","Tonne","Non-hazardous","Total waste","Recovery - backfilling","5,440,207",""
"2012","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","108,475,037",""
"2012","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","48,259,328",""
"2012","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","47,789,115",""
"2012","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","7,308",""
"2012","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","470,213",""
"2012","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","3,269,202",""
"2012","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","56,939,199",""
"2012","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","48,745,406",""
"2012","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","8,193,793",""
"2012","Spain","Tonne","Hazardous","Total waste","Waste treatment","2,420,583",""
"2012","Spain","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","643,688",""
"2012","Spain","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","630,210",""
"2012","Spain","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","6",""
"2012","Spain","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","13,478",""
"2012","Spain","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","163,962",""
"2012","Spain","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","1,612,927",""
"2012","Spain","Tonne","Hazardous","Total waste","Recovery - recycling","1,612,927",""
"2012","Spain","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2012","Spain","Tonne","Non-hazardous","Total waste","Waste treatment","106,054,454",""
"2012","Spain","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","47,615,640",""
"2012","Spain","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","47,158,905",""
"2012","Spain","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","7,302",""
"2012","Spain","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","456,735",""
"2012","Spain","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","3,105,240",""
"2012","Spain","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","55,326,272",""
"2012","Spain","Tonne","Non-hazardous","Total waste","Recovery - recycling","47,132,479",""
"2012","Spain","Tonne","Non-hazardous","Total waste","Recovery - backfilling","8,193,793",""
"2012","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","315,146,903",""
"2012","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","105,041,977",""
"2012","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","104,225,790",""
"2012","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","7,153,065",""
"2012","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","816,187",""
"2012","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","11,637,038",""
"2012","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","191,314,823",""
"2012","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","151,724,096",""
"2012","France","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","39,590,727",""
"2012","France","Tonne","Hazardous","Total waste","Waste treatment","8,841,003",""
"2012","France","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","2,838,870",""
"2012","France","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","2,838,870",""
"2012","France","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","1,422,701",""
"2012","France","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2012","France","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","1,103,481",""
"2012","France","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","3,475,951",""
"2012","France","Tonne","Hazardous","Total waste","Recovery - recycling","3,475,951",""
"2012","France","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2012","France","Tonne","Non-hazardous","Total waste","Waste treatment","306,305,900",""
"2012","France","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","102,203,107",""
"2012","France","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","101,386,920",""
"2012","France","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","5,730,364",""
"2012","France","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","816,187",""
"2012","France","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","10,533,557",""
"2012","France","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","187,838,872",""
"2012","France","Tonne","Non-hazardous","Total waste","Recovery - recycling","148,248,145",""
"2012","France","Tonne","Non-hazardous","Total waste","Recovery - backfilling","39,590,727",""
"2012","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","2,990,572",""
"2012","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","1,914,693",""
"2012","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","1,909,103",""
"2012","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","93",""
"2012","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","5,590",""
"2012","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","39,412",""
"2012","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","1,036,374",""
"2012","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","994,143",""
"2012","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","42,231",""
"2012","Croatia","Tonne","Hazardous","Total waste","Waste treatment","73,404",""
"2012","Croatia","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","10,319",""
"2012","Croatia","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","10,312",""
"2012","Croatia","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","45",""
"2012","Croatia","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","7",""
"2012","Croatia","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","8,380",""
"2012","Croatia","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","54,660",""
"2012","Croatia","Tonne","Hazardous","Total waste","Recovery - recycling","54,660",""
"2012","Croatia","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2012","Croatia","Tonne","Non-hazardous","Total waste","Waste treatment","2,917,168",""
"2012","Croatia","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","1,904,374",""
"2012","Croatia","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","1,898,791",""
"2012","Croatia","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","48",""
"2012","Croatia","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","5,583",""
"2012","Croatia","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","31,032",""
"2012","Croatia","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","981,714",""
"2012","Croatia","Tonne","Non-hazardous","Total waste","Recovery - recycling","939,483",""
"2012","Croatia","Tonne","Non-hazardous","Total waste","Recovery - backfilling","42,231",""
"2012","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","130,460,276",""
"2012","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","23,084,193",""
"2012","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","23,082,830",""
"2012","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","5,814,274",""
"2012","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","1,363",""
"2012","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","2,593,019",""
"2012","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","98,968,790",""
"2012","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","98,808,500",""
"2012","Italy","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","160,290",""
"2012","Italy","Tonne","Hazardous","Total waste","Waste treatment","3,258,267",""
"2012","Italy","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","1,063,650",""
"2012","Italy","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","1,063,650",""
"2012","Italy","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","393,680",""
"2012","Italy","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2012","Italy","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","164,144",""
"2012","Italy","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","1,636,793",""
"2012","Italy","Tonne","Hazardous","Total waste","Recovery - recycling","1,636,793",""
"2012","Italy","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2012","Italy","Tonne","Non-hazardous","Total waste","Waste treatment","127,202,009",""
"2012","Italy","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","22,020,543",""
"2012","Italy","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","22,019,180",""
"2012","Italy","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","5,420,594",""
"2012","Italy","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","1,363",""
"2012","Italy","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","2,428,875",""
"2012","Italy","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","97,331,997",""
"2012","Italy","Tonne","Non-hazardous","Total waste","Recovery - recycling","97,171,707",""
"2012","Italy","Tonne","Non-hazardous","Total waste","Recovery - backfilling","160,290",""
"2012","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","1,854,978",""
"2012","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","1,448,288",""
"2012","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","1,448,114",""
"2012","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","6,702",""
"2012","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","174",""
"2012","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","11,167",""
"2012","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","388,821",""
"2012","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","141,113",""
"2012","Cyprus","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","247,708",""
"2012","Cyprus","Tonne","Hazardous","Total waste","Waste treatment","13,277",""
"2012","Cyprus","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","5,563",""
"2012","Cyprus","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","5,470",""
"2012","Cyprus","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","3",""
"2012","Cyprus","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","93",""
"2012","Cyprus","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","59",""
"2012","Cyprus","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","7,652",""
"2012","Cyprus","Tonne","Hazardous","Total waste","Recovery - recycling","7,652",""
"2012","Cyprus","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2012","Cyprus","Tonne","Non-hazardous","Total waste","Waste treatment","1,841,701",""
"2012","Cyprus","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","1,442,725",""
"2012","Cyprus","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","1,442,644",""
"2012","Cyprus","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","6,699",""
"2012","Cyprus","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","81",""
"2012","Cyprus","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","11,108",""
"2012","Cyprus","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","381,169",""
"2012","Cyprus","Tonne","Non-hazardous","Total waste","Recovery - recycling","133,461",""
"2012","Cyprus","Tonne","Non-hazardous","Total waste","Recovery - backfilling","247,708",""
"2012","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","1,573,391",""
"2012","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","611,946",""
"2012","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","563,057",""
"2012","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","840",""
"2012","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","48,889",""
"2012","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","152,847",""
"2012","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","807,758",""
"2012","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","807,758",""
"2012","Latvia","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","0",""
"2012","Latvia","Tonne","Hazardous","Total waste","Waste treatment","41,749",""
"2012","Latvia","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","3,378",""
"2012","Latvia","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","3,378",""
"2012","Latvia","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","15",""
"2012","Latvia","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","0",""
"2012","Latvia","Tonne","Hazardous","Total waste","Recovery - energy recovery (R1)","2,678",""
"2012","Latvia","Tonne","Hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","35,679",""
"2012","Latvia","Tonne","Hazardous","Total waste","Recovery - recycling","35,679",""
"2012","Latvia","Tonne","Hazardous","Total waste","Recovery - backfilling","0",""
"2012","Latvia","Tonne","Non-hazardous","Total waste","Waste treatment","1,531,641",""
"2012","Latvia","Tonne","Non-hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","608,568",""
"2012","Latvia","Tonne","Non-hazardous","Total waste","Disposal - landfill (D1, D5, D12)","559,679",""
"2012","Latvia","Tonne","Non-hazardous","Total waste","Disposal - incineration (D10)","825",""
"2012","Latvia","Tonne","Non-hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","48,889",""
"2012","Latvia","Tonne","Non-hazardous","Total waste","Recovery - energy recovery (R1)","150,170",""
"2012","Latvia","Tonne","Non-hazardous","Total waste","Recovery - recycling and backfilling (R2-R11)","772,080",""
"2012","Latvia","Tonne","Non-hazardous","Total waste","Recovery - recycling","772,080",""
"2012","Latvia","Tonne","Non-hazardous","Total waste","Recovery - backfilling","0",""
"2012","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","Waste treatment","4,286,864",""
"2012","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill and other (D1-D7, D12)","3,115,152",""
"2012","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - landfill (D1, D5, D12)","3,078,834",""
"2012","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - incineration (D10)","1,020",""
"2012","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","Disposal - other (D2-D4, D6-D7)","36,318",""
"2012","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - energy recovery (R1)","105,545",""
"2012","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling and backfilling (R2-R11)","1,065,147",""
"2012","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - recycling","999,034",""
"2012","Lithuania","Tonne","Hazardous and non-hazardous - Total","Total waste","Recovery - backfilling","66,113",""
"2012","Lithuania","Tonne","Hazardous","Total waste","Waste treatment","70,246",""
"2012","Lithuania","Tonne","Hazardous","Total waste","Disposal - landfill and other (D1-D7, D12)","23,687",""
"2012","Lithuania","Tonne","Hazardous","Total waste","Disposal - landfill (D1, D5, D12)","15,449",""
"2012","Lithuania","Tonne","Hazardous","Total waste","Disposal - incineration (D10)","1,019",""
"2012","Lithuania","Tonne","Hazardous","Total waste","Disposal - other (D2-D4, D6-D7)","8,238",""
